,one_plus_7t.csv,customer_id,user_name,ratings,review_head,review_body
161,161,review-d859254d-2ce7-4a74-8ce8-4c264c99c1df,anurag,5,Awesome,quite impressive xiaomi snap 675 camera mi 9 4k ir blaster headphone jack 15kcon thing didnt like camera bulge whenever im keep phone table something im scared ill end scratching camera lens
162,162,review-1caff308-cb56-4657-b1cb-f4770898ad9e,Basheer PM,5,Highly recommended,fully satisfied camera beast
163,163,review-fdf59a1e-2ec0-4946-ada2-035d43f67288,Flipkart Customer,4,"If budget is between 10k -15k, U should buy this.",first 48 mp gimmick camera awesome price range cameraphoto video quality goodfront camera averagecamera application lags almost resolved update 1026some frames missing slow motioncamera bulged 2mm body chance scratch camera morebatteryexcellent battery backupapprox 2 hrs full chargefor average use battery last 24 hrswatched movie 2h15mins bluetooth heread
164,164,review-7413e067-199a-48d9-894c-dc70cdfcf912,Sachin Shankarpure,4,Delightful,value money
165,165,review-f82b0455-4e54-440b-b614-0270bd56e70d,Asim Sheet,5,Brilliant,best mi ph ever beautiful camera
166,166,review-202a3723-85c5-45a9-b062-dca4086a2e13,Souvik Mandal,5,Worth every penny,good
167,167,review-63b25a66-5f0f-4cfd-995e-d17bb92229f0,BISHWAJIT Giri,5,Terrific,nice mobilenice colourvalu money oh
168,168,review-3e6b8dcb-2221-4be0-b6ea-b657587584d3,venkatesh M,5,Must buy!,awesome phone reasonable budgetgood features
169,169,review-f94b84f6-d384-4095-93be-24c94c458489,Sarthak,5,Super!,got nebula red colour think totally divine performance looks battery display roof redmi never stops amaze delivered time thanks flipkart
170,170,review-97891573-b3d6-472e-adcc-74bda6aeca8f,Abhimanyu Shekhawat,5,Excellent,hi guys go everything working perfectly camera display battery etc
171,171,review-2301d412-1b2e-4f25-8533-962c3a3ffceb,Manoj Kumar,5,Best in the market!,phone simply best budget phone moment switched samsung j7 prime feels great
172,172,review-7d7ea412-ccfa-48e2-a697-3f9f1fc3f739,Nishanth Acharya,4,Good quality product,would say best smartphone 15kcamera awesome though u get details image captured wth 48mp
173,173,review-ba81e3f2-e16d-4f24-8986-49058d9ab48c,Gurteg Singh,5,Highly recommended,value money
174,174,review-39cd059e-81c3-4323-ba09-367b7eea9364,Albin Jose,5,Must buy!,perfect camera exellent perfomance
175,175,review-8926755b-db60-43b5-a7f3-483858113aae,Raju Grover,5,Perfect product!,super super display note 7 pro
176,176,review-a19dd8b3-b9e7-46b2-89ec-b48d0747a6ff,Piyush Nagaich,3,Does the job,product nice except speakerearpiece call getting buzzing sound speaker every calls everytime complained technician told bug device anyone issue please reply guys
177,177,review-09e77afa-1df1-48f4-b0a6-d70e761c2d04,Adnan Shaikh,1,Waste of money!,im facing display blinking issue lowest brightness device
178,178,review-95d81e62-1aea-45f1-8c53-974cef8215cc,Vikas Kumar,5,Highly recommended,im writing review 3 weeks usage got 27th march flash sale first want say camera superduper awesome snapdragon 675 performance really really good u play pubg heavy games without lag high quality graphics call quality super volume boost feature noisy public places talk design killer hai boss full glass body gives premium look go blindly
179,179,review-e0245821-f67b-42dc-88de-8155822e256d,Debjit Pramanik,5,Great product,software capable great many hard tasksthe camera quality goodsome cases need optimised future updates camera features awsomedisplay also goodcolour accuratespeakers clear much loudvery much soothingand say lookthe phone looks simply gorgeous time feels sturdy handythis device surely impressive count brand
180,180,review-0fad7139-47c3-4884-a020-326b75121e8c,Rupam Dutta,5,Perfect product!,awesome picture quality
181,181,review-615481e5-2010-4b7d-a1a7-647fb15d22a9,Dipankar kundu,5,Excellent,excellent product project
182,182,review-9ce14077-3757-4deb-927c-d7db7ed3a4d7,Saurabh Khadse,4,Nice product,amazing phone price range ultimate speedcamera amazing 48mp litoveall great product
183,183,review-b85c092f-9220-44cd-87c6-b45b341568fd,Darshan N,4,Really Nice,got 24 hrs good product im loving
184,184,review-45df25d1-551b-49b8-be0a-c52778ca25fa,Flipkart Customer,5,Excellent,thanks delivering next day
185,185,review-7ca516fd-c81a-4194-b530-be011ed32cb9,Flipkart Customer,5,Worth every penny,one word fabulousawesome cameranice battery backupdecent lookcrisp displaygo best gaming phone alsothuglife allrounder
186,186,review-e05d8815-b628-4da6-9a0b-8f1696aa3c42,Venkatesh Bandi,5,Fabulous!,compared samsung m30pros1 48 mp camera2 4000mah 1day battery life 9hrs screen time3 slim pretty look4 excellent processer5 sides glass finish6 value money7 water drop notchcons1 amoled display2 hybrid slot3 fast charger box4 wide angle camera5 front 13 mp 16 mp6 camera coming backguard place table7 little heavy weightoverall one best phone price range miui also good custread
187,187,review-7ab544c2-baa7-4987-9dbd-4c893ba91ba8,Prabhakar Kumar Singh,5,Fabulous!,awesome thanks mii satisfied phone flipkart
188,188,review-fa1dd1b4-8af5-4e10-85ca-c4c74f6361b5,anbu raj,5,Fabulous!,good mobile proscamera 10battery 10display 9quality 10performance 10 conscamera open lite slow good mobile value many 10 10 best mobile year
189,189,review-82bf0848-22ea-453f-ad60-e72aced1f3a1,Arun Kumar,1,Useless product,day 1 earpiece workingcamera stuck lotworst product
190,190,review-a15f3f43-8ca8-4bab-85fd-967bf79b1aee,MD.SHAHIDUL ISLAM,5,Best in the market!,nothing sayits great product great packageas know every phone perfectthats given 4 cut 1 heating issuei hope xiaomi fixes soon every thing goodi posted pic
191,191,review-c4a7279f-581d-404a-bc19-7dce15c86d82,Umesh Giri,5,Terrific purchase,nice phone ever buy
192,192,review-df90e4af-c3ad-491b-9c75-c3ba822d4f98,Flipkart Customer,1,Not recommended at all,1 camera worth given 48 mp2 heating problem3 hanging4 automatic restarted5 incoming call sound low6 quick charging show
193,193,review-18b40123-016b-42d9-808c-8da4e6b3ad7c,Rampravesh Chauhan,1,Did not meet expectations,high heating battery draining problembattery uses 8 hour
194,194,review-42fee223-9810-47c2-bf3a-1f6e08a1ba54,Pradeep Nayak,5,BEAST at It's BEST,1 exception camera low light2 great touch feelfeels premium3 great battery life4 value money5 fast shipping flipkart6 awesome performance7 happy buy
195,195,review-763abca1-953b-4c1e-a7df-2ca34aab5800,Flipkart Customer,5,Highly recommended,good
196,196,review-d4144c5d-3992-4e26-998b-2ded3e9d2ee3,ANURAG NIKUMBE,1,Unsatisfactory,try exchange used phone flipkart expecting brand new phone even though phone passed internal tests refused exchange colour one corner back cover fade away small spotnearly 1mm obvious thing corner color fade used disappointed flipkart flipkart must stop exchange stop making people fool
197,197,review-3237632a-b870-4325-9ae3-c1a1a9db6859,ananth nani,4,Very Good,beast price segment
198,198,review-9c2a379b-dd86-40c1-8952-c6cd6aa16cbe,Anuj Shakya,4,Very Good,excellent
199,199,review-e0a0128d-7b6d-44cf-abf6-3239c0ad99ec,Galeeb shaik,4,Good quality product,good cameragood performance
200,200,review-e1b5c04d-74f4-4af6-ab09-174119f98001,Ashok Mali,5,Excellent,good
201,201,review-c0f6b4b5-ab6c-4a52-84cd-f57c073b2afa,Pankaj Sharma,1,Absolute rubbish!,old mobile picked exchange mobile perfect condition normal wear tear simply cheating peopleif dont want new phones exchange straightway deniss old phones putting time bar body strict cheaters liars pathetic flipkart
202,202,review-31303566-e997-416c-aaac-c1f92c627be5,rahul gupta,5,Worth every penny,super satisfied every aspect beastcamera nailing night modesnapdragon 675 providing speedy performancebest design segmenthere clicks
203,203,review-31dfc722-5fad-4f98-a47a-2cf1cf8b7391,Flipkart Customer,5,Simply awesome,awesome phonecamera1010performance1010display1010battery1010gaming performance1010looks1010best smartphone price 48mp sony imx586 sensor camera gives beautiful picsin low light due sd675 game runs smoothand picture quality game superb lasti say smartphone rangewill better redmi note 7 pro
204,204,review-88292a2e-88e6-4e2a-85ff-7941cc14c264,Mohammed Basil C,5,Worth every penny,good prodect
205,205,review-965dc51f-f503-4390-99d8-0c906c72659d,Akash Kumar,5,Excellent,one beat camera redmi note 7 pro really osmm camera phone killer lookoutstanding performancemy daddy happy got mobile
206,206,review-47d339a1-9bd9-4d0b-a671-70443a69e7c3,Jyotindra Narain,5,Super!,first thing notice phone awesome design design price second thing camera clear camerait best purchase xiaomi redmi note 3
207,207,review-573066f7-c98c-4407-a27b-e4e26deef84f,Sekh Raju,5,Mind-blowing purchase,killer
208,208,review-2e020cb6-2cfd-4d8e-9468-58618ae7a924,Naresh Kumar,5,Awesome,another masterpiece xiaomitoday morning received phone awesomecamera display performance battery charging looks perfect phone one give price hardware xiaomi cannote 7 pro rocks go u also love
209,209,review-fbc03a0f-8471-44d5-993a-f1c9ad44f2d4,Deepak Raj,1,Unsatisfactory,camera name 48mp seriesly nothing worth processor amazing battery performance good lagging lot time camera capturing mode selecting 48mp option going make reset use update guys
210,210,review-6fb6bc9b-1d95-4e90-9277-30413ba9d5d3,Anji Meesala,4,Worth the money,nice
211,211,review-b601ccb7-58ed-4b8a-a465-7fa14790c213,Manoj Charkhawala,5,Fabulous!,nice product
212,212,review-88fe722a-fe17-49d3-9a0a-e723bb383594,Ommshree Rath,5,Just wow!,great phone great price great camera
213,213,review-73da5b7f-42d6-4409-bd12-8f78e9678624,Kiran Bose,1,Don't waste your money,sometimes weird sound hearing phone speaker didnt expected newly launched phone
214,214,review-2aec2cf4-9b2f-4198-9b02-4730dc5054f3,Flipkart Customer,5,Terrific purchase,good phone
215,215,review-f36db5e0-075a-450c-a4f1-9e3a5aa36c4d,Karthik K,5,Worth every penny,fantastic mobile ever
216,216,review-d24707f6-c722-4564-9879-0dd9885a69da,Sahil Anwar,5,Great product,nice phone better expectations
217,217,review-c512e9d1-ca1a-4ba2-b0a6-68c2d627273f,pappu kumar,5,Highly recommended,nice mobile
218,218,review-70943fa0-7e7c-4bf6-b043-e4fed6dfe83f,Nitesh kumar Ray,4,Really Nice,great phone
219,219,review-94cd7282-74f7-49bc-8b03-938cff4e03fc,Jishin Samuel,5,Super!,score rates mi note 7 pro 1 monthfast delivery flipkart 55camera front 45 rear 55battery 45display 55sound 355processor 55software 455design 55overall loving
220,220,review-8e1a73da-4d72-45dd-bcf3-48b36cb102ca,Subhrant Khare,5,Terrific purchase,best camera 15000bettery bakup goodgreat performancevalue money
221,221,review-456d6a9e-e9e6-47d8-82e7-8d668916e87c,Himanshu Kumar,5,Super!,value money best camera best battery killer performance
222,222,review-2d61e270-c813-43d8-a512-cb238160edf1,Nikhil Bhardwaj,5,Highly recommended,super model mi 7 pro thanks flipkart amazing experience fast delivery 2 days
223,223,review-944a11ee-5e31-4009-bd51-26963c87393c,sainadh rao,5,Must buy!,2 weeks usagephone running smooth great phone price segment overall loved
224,224,review-1f02e7a8-0f4e-458e-b092-71f3e8403f2b,Tanmay Singha Roy,5,Highly recommended,value money mobile
225,225,review-e17d07b8-2556-493a-ac46-20d8c0aead1a,pardhu prince,5,Fabulous!,usual mi phones r good battery amazing get 5 hrs plyng pubgcamera performance also good bt slight lag camera ui fix update
226,226,review-af0a23dd-2d88-4113-8793-762efaa3174e,abhishek reddy,1,Terrible product,speaker goodwhile receiving call form end phone getting heavy noisethe camera also expectthe phone getting hang every time one worst phone
227,227,review-622486e6-be47-4eef-abca-63a7d1d97c02,Akash singh Kanwar,5,Awesome,great spec according price value moneycamera also perform good excellent processor
228,228,review-ca74e3cc-f1ef-4121-adbf-a3f33f1bd946,SUBHAJEET SOM,5,Awesome,colour looking gorgeous
229,229,review-10de93fe-a8f0-480c-b53e-ec80ecf82a75,Aman Shakya,2,Slightly disappointed,actually phone good bormarding phone ads installing many mi apps forcefully none useful
230,230,review-8b3e9706-15a7-4845-b4f4-cd94e89bbe8e,Shyamaprasad K,5,Brilliant,phone looks stunning glass design front back fitted gorilla glass 5sd 675 soc make sure device runs super smooth daylight camera performs expected indoor also pretty decent
231,231,review-e753f73c-4a36-4cdf-8e0d-df9c1b0ae5cc,Pradeep Yadav,5,Fabulous!,best best mobile price love u redmi
232,232,review-968bb90f-5140-4b9c-8b1d-3acf01270ea1,Shaikh Sufiyan,5,Highly recommended,1 month im giving sum upcamera goodbtry gooddisplay goodperformance goodother things good would better mi included fast charger boxgot heated playing pubg hot climate
233,233,review-18207091-47de-4cbc-8c72-f3a5010af34e,REHMAN KHAN,5,Worth every penny,best best price
234,234,review-24bd404a-b0df-4d54-a544-130d979d5d42,Hukam Meena,5,Mind-blowing purchase,good
235,235,review-3a8cb300-5c14-4bd8-948b-2ba1b98915f2,Jai Modanwal,5,Simply awesome,camera quality good
236,236,review-419f09da-c26c-425e-bfd3-7db6572aa8b1,Sumit Kanase,5,Brilliant,got phone first sale excellent device price rangeit brilliant full hd ips grade display good colour reproduction48 mp camera good switch pro made utilise itfront camera also good best edge detection portrait modewith sd 675 4gb ram device fluid ram management aggressive side hope update fix iti recommend use poco launcher one dont forget tread
237,237,review-bde9fb01-3eb6-4ff6-8d7d-82e511d33295,Shivanand M,5,Awesome,product awesome design 48 mp camer taking time click photo
238,238,review-9af997ab-4f77-4eb5-a031-f30d6e0705f4,Abhishek Singh,1,Not recommended at all,camera soo much lagging start restart phoneif want click 2 pics soon possible wait approximately 34 seconds
239,239,review-3cf5445b-f42a-4053-95db-ac48a0cf3e39,Anu Chandran,5,Terrific,marvellous product
240,240,review-726ffdce-7ae2-45cd-a217-e915327e69eb,Ronak Mehta,4,Not recommended at all,issues resolved phoens getting better betterprosthe build good feels solidfast stutters little restart smooth afterwardsvoice quality goodconsbattery drains pretty fast didnt expected much fast battery draincamera app sucks covered abovekeyboard suckswill add views usages
241,241,review-624a2da5-bd56-40a9-9b3c-96068ac7b0e7,Venugopal Sanu,5,Worth every penny,amazing phone price feature packed
242,242,review-72d343ee-e4ce-43d6-90b1-448dd40aecd8,Paritosh Bhardwaj,1,Worthless,exchange policy big scam ordered new phone exchange existing phone condition exchanged phone perfectly meets return criteria courier company refuses take back reason provided battery weak expected used phone criteria mentioned return policy
243,243,review-c1cf7e3e-6914-478d-86a3-e9090b634657,Ashwin Rao Nooyi,5,Worth every penny,review first 2 days use battery lasts day long internet wifi blue tooth switched time camera little sluggish using 48 mp also crashed 2 times didnt issues hopefully redmi releases updates camera issues however images crisp lists every details ai mode portrait mode works perfectly worth every penny pricebuild quality good good note 4 really miss buildread
